trades

TRADENO;TRADEDATE;TRADETIME;SECID;BOARDID;PRICE;QUANTITY;VALUE;TYPE;BUYSELL
1268518545;19.07.2011;18:44:36;LKOH;EQBR;1829;5;9145;;B
1268518546;19.07.2011;18:44:36;LKOH;EQBR;1829;75;137175;;B
1268518547;19.07.2011;18:44:36;SBER03;EQBR;102,38;14700;1504986;;B
1268518548;19.07.2011;18:44:36;SBER03;EQBR;102,38;15000;1535700;;B
1268518549;19.07.2011;18:44:36;SBER03;EQBR;102,39;3930;402392,7;;B
1268518550;19.07.2011;18:44:36;SBER03;EQBR;102,39;60000;6143400;;B
1268518551;19.07.2011;18:44:36;SBER03;EQBR;102,39;110;11262,9;;B
1268518552;19.07.2011;18:44:36;SBER03;EQBR;102,4;9080;929792;;B
1268518553;19.07.2011;18:44:36;SBER03;EQBR;102,4;74080;7585792;;B
1268518554;19.07.2011;18:44:36;LKOH;EQBR;1829;100;182900;;S
1268518555;19.07.2011;18:44:36;PLZL;EQNL;1751,6;1;1751,6;;B
1268518556;19.07.2011;18:44:36;PLZL;EQNL;1751,6;1;1751,6;;B
1268518557;19.07.2011;18:44:36;PLZL;EQNL;1751,6;8;14012,8;;B
1268518558;19.07.2011;18:44:36;PLZL;EQNL;1750;1;1750;;S
1268518559;19.07.2011;18:44:36;LKOH;EQBR;1829;10;18290;;S
1268518560;19.07.2011;18:44:36;LKOH;EQBR;1829;10;18290;;S
1268518561;19.07.2011;18:44:36;LKOH;EQBR;1829;380;695020;;S
1268518562;19.07.2011;18:44:36;LKOH;EQBR;1829;70;128030;;S
1268518563;19.07.2011;18:44:36;SBER03;EQBR;102,35;200;20470;;S
1268518564;19.07.2011;18:44:37;ROSN;EQNL;231,95;50;11597,5;;B
1268518565;19.07.2011;18:44:37;GAZP;EQNE;199,76;180;35956,8;;S
1268518566;19.07.2011;18:44:37;GAZP;EQNE;199,75;4750;948812,5;;S
1268518567;19.07.2011;18:44:37;GAZP;EQNE;199,73;500;99865;;S
1268518568;19.07.2011;18:44:37;GAZP;EQNE;199,72;910;181745,2;;S
1268518569;19.07.2011;18:44:37;GAZP;EQNE;199,72;60;11983,2;;S
1268518570;19.07.2011;18:44:37;GAZP;EQNE;199,72;10;1997,2;;S
1268518571;19.07.2011;18:44:37;GAZP;EQNE;199,72;1000;199720;;S
1268518572;19.07.2011;18:44:37;GAZP;EQNE;199,71;10;1997,1;;S
1268518573;19.07.2011;18:44:37;GAZP;EQNE;199,71;10;1997,1;;S
1268518574;19.07.2011;18:44:37;GAZP;EQNE;199,71;1000;199710;;S
1268518575;19.07.2011;18:44:37;GAZP;EQNE;199,71;20;3994,2;;S
1268518576;19.07.2011;18:44:37;GAZP;EQNE;199,71;2530;505266,3;;S
1268518577;19.07.2011;18:44:37;GAZP;EQNE;199,71;30;5991,3;;S
1268518578;19.07.2011;18:44:37;GAZP;EQNE;199,71;1000;199710;;S
1268518579;19.07.2011;18:44:37;GAZP;EQNE;199,7;1000;199700;;S
1268518580;19.07.2011;18:44:37;GAZP;EQNE;199,7;7990;1595603;;S
1268518581;19.07.2011;18:44:37;VTBR;EQNL;0,08539;40000;3415,6;;B
1268518582;19.07.2011;18:44:37;SBER03;EQBR;102,4;950;97280;;B
1268518583;19.07.2011;18:44:37;SBER03;EQBR;102,4;120;12288;;B
1268518584;19.07.2011;18:44:37;SBER03;EQBR;102,4;830;84992;;B
1268518585;19.07.2011;18:44:37;SBER03;EQBR;102,4;930;95232;;B
1268518586;19.07.2011;18:44:37;SBER03;EQBR;102,4;39570;4051968;;B
1268518587;19.07.2011;18:44:37;SBER03;EQBR;102,4;200;20480;;B
1268518588;19.07.2011;18:44:37;SBER03;EQBR;102,4;1850;189440;;B
1268518589;19.07.2011;18:44:37;SBER03;EQBR;102,4;680;69632;;B
1268518590;19.07.2011;18:44:37;SBER03;EQBR;102,4;3750;384000;;B
1268518591;19.07.2011;18:44:37;SBER03;EQBR;102,4;1200;122880;;B
1268518592;19.07.2011;18:44:37;SBER03;EQBR;102,4;2450;250880;;B
1268518593;19.07.2011;18:44:37;SBER03;EQBR;102,4;350;35840;;B
1268518594;19.07.2011;18:44:37;SBER03;EQBR;102,4;330;33792;;B
1268518595;19.07.2011;18:44:37;SBER03;EQBR;102,4;280;28672;;B
1268518596;19.07.2011;18:44:37;SBER03;EQBR;102,4;670;68608;;B
1268518597;19.07.2011;18:44:37;SBER03;EQBR;102,4;1000;102400;;B
1268518598;19.07.2011;18:44:37;SBER03;EQBR;102,4;20;2048;;B
1268518599;19.07.2011;18:44:37;SBER03;EQBR;102,42;110;11266,2;;B
1268518600;19.07.2011;18:44:37;SBER03;EQBR;102,43;20;2048,6;;B
1268518601;19.07.2011;18:44:37;SBER03;EQBR;102,43;290;29704,7;;B
1268518602;19.07.2011;18:44:37;ROSN;EQNL;231,95;230;53348,5;;B
1268518603;19.07.2011;18:44:37;ROSN;EQNL;231,96;490;113660,4;;B
1268518604;19.07.2011;18:44:37;ROSN;EQNL;231,96;50;11598;;B
1268518605;19.07.2011;18:44:37;ROSN;EQNL;231,98;180;41756,4;;B
1268518606;19.07.2011;18:44:37;ROSN;EQNL;231,98;50;11599;;B
1268518607;19.07.2011;18:44:37;SBER03;EQBR;102,43;100;10243;;B
1268518608;19.07.2011;18:44:37;SBER03;EQBR;102,36;1000;102360;;S
1268518609;19.07.2011;18:44:37;SBER03;EQBR;102,36;710;72675,6;;S
1268518610;19.07.2011;18:44:37;GMKN;EQBR;7551;1;7551;;B
1268518611;19.07.2011;18:44:37;LNZLP;EQNE;1660,1;10;16601;;S
1268518612;19.07.2011;18:44:37;GAZP;EQNE;199,71;70;13979,7;;S
1268518613;19.07.2011;18:44:37;GAZP;EQNE;199,7;1930;385421;;S
1268518614;19.07.2011;18:44:37;SNGS;EQNE;27,75;14600;405150;;S
1268518615;19.07.2011;18:44:37;SNGS;EQNE;27,75;5400;149850;;S
1268518616;19.07.2011;18:44:37;HYDR;EQBR;1,3364;12000;16036,8;;S
1268518617;19.07.2011;18:44:37;SBER03;EQBR;102,42;50;5121;;B
1268518618;19.07.2011;18:44:37;LKOH;EQBR;1829;10;18290;;S
1268518619;19.07.2011;18:44:37;SBER03;EQBR;102,42;450;46089;;B
1268518620;19.07.2011;18:44:37;SBER03;EQBR;102,43;450;46093,5;;B
1268518621;19.07.2011;18:44:37;SBER03;EQBR;102,43;140;14340,2;;B
1268518622;19.07.2011;18:44:37;SBER03;EQBR;102,43;1800;184374;;B
1268518623;19.07.2011;18:44:37;SBER03;EQBR;102,43;370;37899,1;;B
1268518624;19.07.2011;18:44:37;GAZP;EQNE;199,79;60;11987,4;;B
1268518625;19.07.2011;18:44:37;SBER03;EQBR;102,43;470;48142,1;;B
1268518626;19.07.2011;18:44:37;SBER03;EQBR;102,43;1840;188471,2;;B
1268518627;19.07.2011;18:44:37;GAZP;EQNE;199,7;360;71892;;S
1268518628;19.07.2011;18:44:37;SBER03;EQBR;102,43;1080;110624,4;;B
1268518629;19.07.2011;18:44:37;SBER03;EQBR;102,43;1530;156717,9;;B
1268518630;19.07.2011;18:44:37;VTBR;EQNL;0,08539;20000;1707,8;;B
1268518631;19.07.2011;18:44:37;GAZP;EQNE;199,79;440;87907,6;;B
1268518632;19.07.2011;18:44:37;GAZP;EQNE;199,79;500;99895;;B
1268518633;19.07.2011;18:44:37;GAZP;EQNE;199,8;840;167832;;B
1268518634;19.07.2011;18:44:37;GAZP;EQNE;199,8;60;11988;;B
1268518635;19.07.2011;18:44:37;GAZP;EQNE;199,8;30;5994;;B
1268518636;19.07.2011;18:44:37;GAZP;EQNE;199,8;80;15984;;B
1268518637;19.07.2011;18:44:37;GAZP;EQNE;199,8;20;3996;;B
1268518638;19.07.2011;18:44:37;GAZP;EQNE;199,8;150;29970;;B
1268518639;19.07.2011;18:44:37;GAZP;EQNE;199,8;100;19980;;B
1268518640;19.07.2011;18:44:37;GAZP;EQNE;199,8;200;39960;;B
1268518641;19.07.2011;18:44:37;GAZP;EQNE;199,81;100;19981;;B
1268518642;19.07.2011;18:44:37;GAZP;EQNE;199,81;300;59943;;B
1268518643;19.07.2011;18:44:37;GAZP;EQNE;199,81;20;3996,2;;B
1268518644;19.07.2011;18:44:37;GAZP;EQNE;199,81;80;15984,8;;B
1268518645;19.07.2011;18:44:37;GAZP;EQNE;199,81;500;99905;;B
1268518646;19.07.2011;18:44:37;GAZP;EQNE;199,81;200;39962;;B
1268518647;19.07.2011;18:44:37;GAZP;EQNE;199,81;300;59943;;B
1268518648;19.07.2011;18:44:37;GAZP;EQNE;199,82;1040;207812,8;;B
1268518649;19.07.2011;18:44:37;GAZP;EQNE;199,82;1340;267758,8;;B
1268518650;19.07.2011;18:44:37;GAZP;EQNE;199,82;600;119892;;B
1268518651;19.07.2011;18:44:37;GAZP;EQNE;199,82;600;119892;;B
1268518652;19.07.2011;18:44:37;MTSI;EQBR;239,44;300;71832;;S
1268518653;19.07.2011;18:44:37;GAZP;EQNE;199,81;180;35965,8;;B
1268518654;19.07.2011;18:44:37;GAZP;EQNE;199,81;70;13986,7;;B
1268518655;19.07.2011;18:44:37;GAZP;EQNE;199,82;1060;211809,2;;B
1268518656;19.07.2011;18:44:37;GAZP;EQNE;199,82;1310;261764,2;;B
1268518657;19.07.2011;18:44:37;GAZP;EQNE;199,82;190;37965,8;;B
1268518658;19.07.2011;18:44:37;GAZP;EQNE;199,82;190;37965,8;;B
1268518659;19.07.2011;18:44:37;GAZP;EQNE;199,82;1240;247776,8;;B
1268518660;19.07.2011;18:44:37;GAZP;EQNE;199,82;1240;247776,8;;B
1268518661;19.07.2011;18:44:37;GAZP;EQNE;199,82;250;49955;;B
1268518662;19.07.2011;18:44:37;PIKK;EQNL;106,7;1090;116303;;S
1268518663;19.07.2011;18:44:37;SBERP03;EQBR;80,35;1000;80350;;S
1268518664;19.07.2011;18:44:37;GAZP;EQNE;199,82;250;49955;;B
1268518665;19.07.2011;18:44:37;GAZP;EQNE;199,81;500;99905;;B
1268518666;19.07.2011;18:44:37;GAZP;EQNE;199,82;230;45958,6;;B
1268518667;19.07.2011;18:44:37;GAZP;EQNE;199,82;730;145868,6;;B
1268518668;19.07.2011;18:44:37;GAZP;EQNE;199,82;840;167848,8;;B
1268518669;19.07.2011;18:44:37;GAZP;EQNE;199,82;100;19982;;B
1268518670;19.07.2011;18:44:37;GAZP;EQNE;199,82;60;11989,2;;B
1268518671;19.07.2011;18:44:37;GAZP;EQNE;199,83;40;7993,2;;B
1268518672;19.07.2011;18:44:37;GAZP;EQNE;199,83;1040;207823,2;;B
1268518673;19.07.2011;18:44:37;GAZP;EQNE;199,81;500;99905;;B
1268518674;19.07.2011;18:44:37;GAZP;EQNE;199,82;40;7992,8;;B
1268518675;19.07.2011;18:44:37;GAZP;EQNE;199,83;1370;273767,1;;B
1268518676;19.07.2011;18:44:37;GAZP;EQNE;199,83;1910;381675,3;;B
1268518677;19.07.2011;18:44:37;GAZP;EQNE;199,83;55640;11118541,2;;B
1268518678;19.07.2011;18:44:37;GAZP;EQNE;199,83;800;159864;;B
1268518679;19.07.2011;18:44:37;GAZP;EQNE;199,84;12780;2553955,2;;B
1268518680;19.07.2011;18:44:37;GAZP;EQNE;199,84;42760;8545158,4;;B
1268518681;19.07.2011;18:44:37;GAZP;EQNE;199,84;10;1998,4;;B
1268518682;19.07.2011;18:44:37;GAZP;EQNE;199,84;850;169864;;B
1268518683;19.07.2011;18:44:37;GAZP;EQNE;199,84;1000;199840;;B
1268518684;19.07.2011;18:44:37;GAZP;EQNE;199,84;200;39968;;B
1268518685;19.07.2011;18:44:37;GAZP;EQNE;199,84;10;1998,4;;B
1268518686;19.07.2011;18:44:37;GAZP;EQNE;199,85;230;45965,5;;B
1268518687;19.07.2011;18:44:37;GAZP;EQNE;199,85;100;19985;;B
1268518688;19.07.2011;18:44:37;GAZP;EQNE;199,85;900;179865;;B
1268518689;19.07.2011;18:44:37;GAZP;EQNE;199,86;1500;299790;;B
1268518690;19.07.2011;18:44:37;GAZP;EQNE;199,86;200;39972;;B
1268518691;19.07.2011;18:44:37;GAZP;EQNE;199,86;10;1998,6;;B
1268518692;19.07.2011;18:44:37;GAZP;EQNE;199,87;15700;3137959;;B
1268518693;19.07.2011;18:44:37;GAZP;EQNE;199,87;200;39974;;B
1268518694;19.07.2011;18:44:37;GAZP;EQNE;199,87;1000;199870;;B
1268518695;19.07.2011;18:44:37;GAZP;EQNE;199,88;230;45972,4;;B
1268518696;19.07.2011;18:44:37;GAZP;EQNE;199,88;100;19988;;B
1268518697;19.07.2011;18:44:37;GAZP;EQNE;199,88;200;39976;;B
1268518698;19.07.2011;18:44:37;GAZP;EQNE;199,88;70;13991,6;;B
1268518699;19.07.2011;18:44:37;GAZP;EQNE;199,89;200;39978;;B
1268518700;19.07.2011;18:44:37;GAZP;EQNE;199,89;3750;749587,5;;B
1268518701;19.07.2011;18:44:37;GAZP;EQNE;199,89;49890;9972512,1;;B
1268518702;19.07.2011;18:44:37;GAZP;EQNE;199,89;350;69961,5;;B
1268518703;19.07.2011;18:44:37;GAZP;EQNE;199,89;21010;4199688,9;;B
1268518704;19.07.2011;18:44:37;GAZP;EQNE;199,89;1000;199890;;B
1268518705;19.07.2011;18:44:37;GAZP;EQNE;199,89;10;1998,9;;B
1268518706;19.07.2011;18:44:37;GAZP;EQNE;199,89;200;39978;;B
1268518707;19.07.2011;18:44:37;GAZP;EQNE;199,89;500;99945;;B
1268518708;19.07.2011;18:44:37;GAZP;EQNE;199,9;3000;599700;;B
1268518709;19.07.2011;18:44:37;GAZP;EQNE;199,9;6900;1379310;;B
1268518710;19.07.2011;18:44:37;GAZP;EQNE;199,9;50;9995;;B
1268518711;19.07.2011;18:44:37;GAZP;EQNE;199,9;450;89955;;B
1268518712;19.07.2011;18:44:37;GAZP;EQNE;199,9;100;19990;;B
1268518713;19.07.2011;18:44:37;GAZP;EQNE;199,9;3000;599700;;B
1268518714;19.07.2011;18:44:37;GAZP;EQNE;199,9;100;19990;;B
1268518715;19.07.2011;18:44:37;GAZP;EQNE;199,9;1000;199900;;B
1268518716;19.07.2011;18:44:37;GAZP;EQNE;199,9;50;9995;;B
1268518717;19.07.2011;18:44:37;GAZP;EQNE;199,9;100;19990;;B
1268518718;19.07.2011;18:44:37;GAZP;EQNE;199,91;10;1999,1;;B
1268518719;19.07.2011;18:44:37;GAZP;EQNE;199,91;1000;199910;;B
1268518720;19.07.2011;18:44:37;GAZP;EQNE;199,91;8000;1599280;;B
1268518721;19.07.2011;18:44:37;GAZP;EQNE;199,92;10;1999,2;;B
1268518722;19.07.2011;18:44:37;GAZP;EQNE;199,92;10;1999,2;;B
1268518723;19.07.2011;18:44:37;GAZP;EQNE;199,92;20;3998,4;;B
1268518724;19.07.2011;18:44:37;GAZP;EQNE;199,92;340;67972,8;;B
1268518725;19.07.2011;18:44:37;GAZP;EQNE;199,92;450;89964;;B
1268518726;19.07.2011;18:44:37;GAZP;EQNE;199,93;40;7997,2;;B
1268518727;19.07.2011;18:44:37;GAZP;EQNE;199,93;510;101964,3;;B
1268518728;19.07.2011;18:44:37;GAZP;EQNE;199,94;300;59982;;B
1268518729;19.07.2011;18:44:37;GAZP;EQNE;199,94;100;19994;;B
1268518730;19.07.2011;18:44:37;GAZP;EQNE;199,94;20;3998,8;;B
1268518731;19.07.2011;18:44:37;GAZP;EQNE;199,94;20;3998,8;;B
1268518732;19.07.2011;18:44:37;GAZP;EQNE;199,94;1000;199940;;B
1268518733;19.07.2011;18:44:37;GAZP;EQNE;199,94;10;1999,4;;B
1268518734;19.07.2011;18:44:37;GAZP;EQNE;199,94;100;19994;;B
1268518735;19.07.2011;18:44:37;GAZP;EQNE;199,94;450;89973;;B
1268518736;19.07.2011;18:44:37;GAZP;EQNE;199,95;30;5998,5;;B
1268518737;19.07.2011;18:44:37;GAZP;EQNE;199,95;20;3999;;B
1268518738;19.07.2011;18:44:37;GAZP;EQNE;199,95;30;5998,5;;B
1268518739;19.07.2011;18:44:37;GAZP;EQNE;199,95;300;59985;;B
1268518740;19.07.2011;18:44:37;GAZP;EQNE;199,95;700;139965;;B
1268518741;19.07.2011;18:44:37;GAZP;EQNE;199,95;200;39990;;B
1268518742;19.07.2011;18:44:37;GAZP;EQNE;199,95;10;1999,5;;B
1268518743;19.07.2011;18:44:37;GAZP;EQNE;199,95;100;19995;;B
1268518744;19.07.2011;18:44:37;GAZP;EQNE;199,95;3800;759810;;B
1268518745;19.07.2011;18:44:37;GAZP;EQNE;199,95;4810;961759,5;;B
1268518746;19.07.2011;18:44:37;SBER03;EQBR;102,44;2840;290929,6;;B
1268518747;19.07.2011;18:44:37;SBER03;EQBR;102,44;160;16390,4;;B
1268518748;19.07.2011;18:44:37;SBER03;EQBR;102,44;360;36878,4;;B
1268518749;19.07.2011;18:44:37;SBER03;EQBR;102,44;2630;269417,2;;B
1268518750;19.07.2011;18:44:37;SBER03;EQBR;102,44;10;1024,4;;B
1268518751;19.07.2011;18:44:37;SBER03;EQBR;102,44;100;10244;;B
1268518752;19.07.2011;18:44:37;SBER03;EQBR;102,44;710;72732,4;;B
1268518753;19.07.2011;18:44:37;SBER03;EQBR;102,44;1000;102440;;B
1268518754;19.07.2011;18:44:37;SBER03;EQBR;102,45;250;25612,5;;B
1268518755;19.07.2011;18:44:37;SBER03;EQBR;102,45;190;19465,5;;B
1268518756;19.07.2011;18:44:37;SBER03;EQBR;102,45;2260;231537;;B
1268518757;19.07.2011;18:44:37;GMKN;EQBR;7551;4;30204;;B
1268518758;19.07.2011;18:44:37;GMKN;EQBR;7552;4;30208;;B
1268518759;19.07.2011;18:44:37;GMKN;EQBR;7552;2;15104;;B
1268518760;19.07.2011;18:44:37;GMKN;EQBR;7552;1;7552;;B
1268518761;19.07.2011;18:44:37;GMKN;EQBR;7552;1;7552;;B
1268518762;19.07.2011;18:44:37;GMKN;EQBR;7553;16;120848;;B
1268518763;19.07.2011;18:44:37;GMKN;EQBR;7553;28;211484;;B
1268518764;19.07.2011;18:44:37;GMKN;EQBR;7553;10;75530;;B
1268518765;19.07.2011;18:44:37;GMKN;EQBR;7554;12;90648;;B
1268518766;19.07.2011;18:44:37;GAZP;EQNE;199,94;20;3998,8;;B
1268518767;19.07.2011;18:44:37;GMKN;EQBR;7554;3;22662;;B
1268518768;19.07.2011;18:44:37;GMKN;EQBR;7554;10;75540;;B
1268518769;19.07.2011;18:44:37;GMKN;EQBR;7555;9;67995;;B
1268518770;19.07.2011;18:44:37;GMKN;EQBR;7555;9;67995;;B
1268518771;19.07.2011;18:44:37;GAZP;EQNE;199,94;20;3998,8;;B
1268518772;19.07.2011;18:44:37;GMKN;EQBR;7555;57;430635;;B
1268518773;19.07.2011;18:44:37;GMKN;EQBR;7555;250;1888750;;B
1268518774;19.07.2011;18:44:37;GMKN;EQBR;7556;46;347576;;B
1268518775;19.07.2011;18:44:37;GMKN;EQBR;7556;2;15112;;B
1268518776;19.07.2011;18:44:37;GMKN;EQBR;7557;100;755700;;B
1268518777;19.07.2011;18:44:37;GMKN;EQBR;7557;20;151140;;B
1268518778;19.07.2011;18:44:37;GMKN;EQBR;7557;15;113355;;B
1268518779;19.07.2011;18:44:37;GMKN;EQBR;7557;8;60456;;B
1268518780;19.07.2011;18:44:37;GMKN;EQBR;7557;10;75570;;B
1268518781;19.07.2011;18:44:37;GMKN;EQBR;7557;5;37785;;B
1268518782;19.07.2011;18:44:37;GMKN;EQBR;7557;40;302280;;B
1268518783;19.07.2011;18:44:37;GMKN;EQBR;7558;3;22674;;B
1268518784;19.07.2011;18:44:37;GMKN;EQBR;7558;20;151160;;B
1268518785;19.07.2011;18:44:37;GMKN;EQBR;7558;20;151160;;B
1268518786;19.07.2011;18:44:37;GMKN;EQBR;7558;60;453480;;B
1268518787;19.07.2011;18:44:37;GMKN;EQBR;7558;10;75580;;B
1268518788;19.07.2011;18:44:37;GMKN;EQBR;7558;25;188950;;B
1268518789;19.07.2011;18:44:37;GMKN;EQBR;7558;25;188950;;B
1268518790;19.07.2011;18:44:37;GMKN;EQBR;7558;30;226740;;B
1268518791;19.07.2011;18:44:37;GMKN;EQBR;7559;40;302360;;B
1268518792;19.07.2011;18:44:37;GMKN;EQBR;7559;2;15118;;B
1268518793;19.07.2011;18:44:37;GMKN;EQBR;7559;42;317478;;B
1268518794;19.07.2011;18:44:37;GMKN;EQBR;7559;2;15118;;B
1268518795;19.07.2011;18:44:37;GMKN;EQBR;7559;30;226770;;B
1268518796;19.07.2011;18:44:37;GMKN;EQBR;7559;2;15118;;B
1268518797;19.07.2011;18:44:37;GMKN;EQBR;7559;40;302360;;B
1268518798;19.07.2011;18:44:37;GMKN;EQBR;7559;10;75590;;B
1268518799;19.07.2011;18:44:37;GMKN;EQBR;7559;1;7559;;B
1268518800;19.07.2011;18:44:37;GMKN;EQBR;7559;1;7559;;B
1268518801;19.07.2011;18:44:37;GMKN;EQBR;7559;4;30236;;B
1268518802;19.07.2011;18:44:38;GAZP;EQNE;199,94;60;11996,4;;B
1268518803;19.07.2011;18:44:38;GAZP;EQNE;199,94;60;11996,4;;B
1268518804;19.07.2011;18:44:38;MTLR;EQBR;693,5;1;693,5;;S
1268518805;19.07.2011;18:44:38;SBERP03;EQBR;80,36;2400;192864;;B
1268518806;19.07.2011;18:44:38;SBERP03;EQBR;80,38;1400;112532;;B
1268518807;19.07.2011;18:44:38;SBERP03;EQBR;80,38;400;32152;;B
1268518808;19.07.2011;18:44:38;SBERP03;EQBR;80,39;1000;80390;;B
1268518809;19.07.2011;18:44:38;SBERP03;EQBR;80,4;1900;152760;;B
1268518810;19.07.2011;18:44:38;SBERP03;EQBR;80,4;1000;80400;;B
1268518811;19.07.2011;18:44:38;SBERP03;EQBR;80,4;2400;192960;;B
1268518812;19.07.2011;18:44:38;SBERP03;EQBR;80,4;500;40200;;B
1268518813;19.07.2011;18:44:38;SBERP03;EQBR;80,4;600;48240;;B
1268518814;19.07.2011;18:44:38;SBERP03;EQBR;80,4;1000;80400;;B
1268518815;19.07.2011;18:44:38;SBERP03;EQBR;80,4;6800;546720;;B
1268518816;19.07.2011;18:44:38;SBERP03;EQBR;80,4;1000;80400;;B
1268518817;19.07.2011;18:44:38;SBERP03;EQBR;80,41;8700;699567;;B
1268518818;19.07.2011;18:44:38;SBERP03;EQBR;80,41;12000;964920;;B
1268518819;19.07.2011;18:44:38;SBERP03;EQBR;80,41;3000;241230;;B
1268518820;19.07.2011;18:44:38;SBERP03;EQBR;80,41;400;32164;;B
1268518821;19.07.2011;18:44:38;SBERP03;EQBR;80,41;20000;1608200;;B
1268518822;19.07.2011;18:44:38;SBERP03;EQBR;80,42;17700;1423434;;B
1268518823;19.07.2011;18:44:38;SBERP03;EQBR;80,42;12300;989166;;B
1268518824;19.07.2011;18:44:38;SBERP03;EQBR;80,42;5000;402100;;B
1268518825;19.07.2011;18:44:38;SBERP03;EQBR;80,42;3100;249302;;B
1268518826;19.07.2011;18:44:38;SBERP03;EQBR;80,43;700;56301;;B
1268518827;19.07.2011;18:44:38;SBERP03;EQBR;80,43;500;40215;;B
1268518828;19.07.2011;18:44:38;SBERP03;EQBR;80,43;100;8043;;B
1268518829;19.07.2011;18:44:38;SBERP03;EQBR;80,43;2000;160860;;B
1268518830;19.07.2011;18:44:38;SBERP03;EQBR;80,43;1000;80430;;B
1268518831;19.07.2011;18:44:38;SBERP03;EQBR;80,44;1500;120660;;B
1268518832;19.07.2011;18:44:38;SBERP03;EQBR;80,44;1700;136748;;B
1268518833;19.07.2011;18:44:38;SBERP03;EQBR;80,44;100;8044;;B
1268518834;19.07.2011;18:44:38;SBERP03;EQBR;80,44;13100;1053764;;B
1268518835;19.07.2011;18:44:38;SBERP03;EQBR;80,44;7400;595256;;B
1268518836;19.07.2011;18:44:38;SBERP03;EQBR;80,45;300;24135;;B
1268518837;19.07.2011;18:44:38;SBERP03;EQBR;80,45;1000;80450;;B
1268518838;19.07.2011;18:44:38;SBERP03;EQBR;80,45;100;8045;;B
1268518839;19.07.2011;18:44:38;SBERP03;EQBR;80,45;100;8045;;B
1268518840;19.07.2011;18:44:38;SBERP03;EQBR;80,45;10000;804500;;B
1268518841;19.07.2011;18:44:38;SBERP03;EQBR;80,45;100;8045;;B
1268518842;19.07.2011;18:44:38;SBERP03;EQBR;80,45;5500;442475;;B
1268518843;19.07.2011;18:44:38;SBERP03;EQBR;80,45;500;40225;;B
1268518844;19.07.2011;18:44:38;SBERP03;EQBR;80,46;100;8046;;B
1268518845;19.07.2011;18:44:38;SBERP03;EQBR;80,47;2000;160940;;B
1268518846;19.07.2011;18:44:38;SBERP03;EQBR;80,47;100;8047;;B
1268518847;19.07.2011;18:44:38;SBERP03;EQBR;80,47;500;40235;;B
1268518848;19.07.2011;18:44:38;SBERP03;EQBR;80,48;1000;80480;;B
1268518849;19.07.2011;18:44:38;SBERP03;EQBR;80,49;1000;80490;;B
1268518850;19.07.2011;18:44:38;SBERP03;EQBR;80,49;100;8049;;B
1268518851;19.07.2011;18:44:38;SBERP03;EQBR;80,49;900;72441;;B
1268518852;19.07.2011;18:44:38;SBERP03;EQBR;80,49;4100;330009;;B
1268518853;19.07.2011;18:44:38;SBERP03;EQBR;80,49;3100;249519;;B
1268518854;19.07.2011;18:44:38;SBERP03;EQBR;80,49;100;8049;;B
1268518855;19.07.2011;18:44:38;SBERP03;EQBR;80,49;7700;619773;;B
1268518856;19.07.2011;18:44:38;SBERP03;EQBR;80,49;14700;1183203;;B
1268518857;19.07.2011;18:44:38;SBERP03;EQBR;80,49;1000;80490;;B
1268518858;19.07.2011;18:44:38;SBERP03;EQBR;80,49;4300;346107;;B
1268518859;19.07.2011;18:44:38;SBERP03;EQBR;80,49;100;8049;;B
1268518860;19.07.2011;18:44:38;SBERP03;EQBR;80,5;25300;2036650;;B
1268518861;19.07.2011;18:44:38;SBERP03;EQBR;80,5;1000;80500;;B
1268518862;19.07.2011;18:44:38;SBERP03;EQBR;80,5;800;64400;;B
1268518863;19.07.2011;18:44:38;SBERP03;EQBR;80,5;800;64400;;B
1268518864;19.07.2011;18:44:38;RU14TATN3006;EQBR;184,93;20;3698,6;;S
1268518865;19.07.2011;18:44:38;RU14TATN3006;EQBR;184,9;40;7396;;S
1268518866;19.07.2011;18:44:38;GAZP;EQNE;199,94;340;67979,6;;B
1268518867;19.07.2011;18:44:38;GAZP;EQNE;199,94;300;59982;;B
1268518868;19.07.2011;18:44:38;GAZP;EQNE;199,94;50;9997;;B
1268518869;19.07.2011;18:44:38;SBERP03;EQBR;80,5;800;64400;;B
1268518870;19.07.2011;18:44:38;SBERP03;EQBR;80,5;300;24150;;B
1268518871;19.07.2011;18:44:38;GAZP;EQNE;199,94;640;127961,6;;B
1268518872;19.07.2011;18:44:38;SBERP03;EQBR;80,5;300;24150;;B
1268518873;19.07.2011;18:44:38;SBERP03;EQBR;80,5;800;64400;;B
1268518874;19.07.2011;18:44:38;GAZP;EQNE;199,94;10;1999,4;;B
1268518875;19.07.2011;18:44:38;GAZP;EQNE;199,94;40;7997,6;;B
1268518876;19.07.2011;18:44:38;SBERP03;EQBR;80,5;300;24150;;B
1268518877;19.07.2011;18:44:38;GAZP;EQNE;199,94;80;15995,2;;B
1268518878;19.07.2011;18:44:38;SBERP03;EQBR;80,5;800;64400;;B
1268518879;19.07.2011;18:44:38;SBERP03;EQBR;80,49;800;64392;;B
1268518880;19.07.2011;18:44:38;SBERP03;EQBR;80,49;800;64392;;B
1268518881;19.07.2011;18:44:38;SBERP03;EQBR;80,49;800;64392;;B
1268518882;19.07.2011;18:44:38;GAZP;EQNE;199,94;80;15995,2;;B
1268518883;19.07.2011;18:44:38;SBERP03;EQBR;80,49;800;64392;;B
