trades

TRADENO;TRADEDATE;TRADETIME;SECID;BOARDID;PRICE;QUANTITY;VALUE;TYPE;BUYSELL
1268518884;19.07.2011;18:44:38;SBERP03;EQBR;80,49;400;32196;;B
1268518885;19.07.2011;18:44:38;SBERP03;EQBR;80,49;400;32196;;B
1268518886;19.07.2011;18:44:38;SBER03;EQBR;102,39;200;20478;;S
1268518887;19.07.2011;18:44:38;SBER03;EQBR;102,36;2790;285584,4;;S
1268518888;19.07.2011;18:44:38;SBER03;EQBR;102,36;10;1023,6;;S
1268518889;19.07.2011;18:44:38;GAZP;EQNE;199,94;300;59982;;B
1268518890;19.07.2011;18:44:38;GAZP;EQNE;199,94;260;51984,4;;B
1268518891;19.07.2011;18:44:38;SBERP03;EQBR;80,49;700;56343;;B
1268518892;19.07.2011;18:44:38;SBERP03;EQBR;80,49;400;32196;;B
1268518893;19.07.2011;18:44:38;SBER03;EQBR;102,44;10;1024,4;;B
1268518894;19.07.2011;18:44:38;SBER03;EQBR;102,44;50;5122;;B
1268518895;19.07.2011;18:44:38;SBER03;EQBR;102,45;50;5122,5;;B
1268518896;19.07.2011;18:44:38;SBERP03;EQBR;80,49;700;56343;;B
1268518897;19.07.2011;18:44:38;SBERP03;EQBR;80,49;700;56343;;B
1268518898;19.07.2011;18:44:38;GAZP;EQNE;199,94;560;111966,4;;B
1268518899;19.07.2011;18:44:38;SBER03;EQBR;102,45;40;4098;;B
1268518900;19.07.2011;18:44:38;SBERP03;EQBR;80,48;500;40240;;B
1268518901;19.07.2011;18:44:38;SBERP03;EQBR;80,49;700;56343;;B
1268518902;19.07.2011;18:44:38;SBERP03;EQBR;80,49;1200;96588;;B
1268518903;19.07.2011;18:44:38;GAZP;EQNE;199,94;180;35989,2;;B
1268518904;19.07.2011;18:44:38;GAZP;EQNE;199,94;450;89973;;B
1268518905;19.07.2011;18:44:38;SBERP03;EQBR;80,48;500;40240;;B
1268518906;19.07.2011;18:44:38;SBERP03;EQBR;80,49;700;56343;;B
1268518907;19.07.2011;18:44:38;SBERP03;EQBR;80,49;200;16098;;B
1268518908;19.07.2011;18:44:38;GAZP;EQNE;199,94;50;9997;;B
1268518909;19.07.2011;18:44:38;GAZP;EQNE;199,94;500;99970;;B
1268518910;19.07.2011;18:44:38;GAZP;EQNE;199,95;80;15996;;B
1268518911;19.07.2011;18:44:38;SBERP03;EQBR;80,48;200;16096;;B
1268518912;19.07.2011;18:44:38;SBERP03;EQBR;80,48;200;16096;;B
1268518913;19.07.2011;18:44:38;SBER03;EQBR;102,44;10;1024,4;;B
1268518914;19.07.2011;18:44:38;SBER03;EQBR;102,45;100;10245;;B
1268518915;19.07.2011;18:44:38;GAZP;EQNE;199,95;2770;553861,5;;B
1268518916;19.07.2011;18:44:38;GAZP;EQNE;199,95;4000;799800;;B
1268518917;19.07.2011;18:44:38;GAZP;EQNE;199,95;2000;399900;;B
1268518918;19.07.2011;18:44:38;GAZP;EQNE;199,96;500;99980;;B
1268518919;19.07.2011;18:44:38;GAZP;EQNE;199,96;10;1999,6;;B
1268518920;19.07.2011;18:44:38;GAZP;EQNE;199,96;2000;399920;;B
1268518921;19.07.2011;18:44:38;GAZP;EQNE;199,96;500;99980;;B
1268518922;19.07.2011;18:44:38;GAZP;EQNE;199,96;300;59988;;B
1268518923;19.07.2011;18:44:38;GAZP;EQNE;199,96;100;19996;;B
1268518924;19.07.2011;18:44:38;GAZP;EQNE;199,96;19000;3799240;;B
1268518925;19.07.2011;18:44:38;GAZP;EQNE;199,97;10;1999,7;;B
1268518926;19.07.2011;18:44:38;GAZP;EQNE;199,97;10;1999,7;;B
1268518927;19.07.2011;18:44:38;GAZP;EQNE;199,97;400;79988;;B
1268518928;19.07.2011;18:44:38;GAZP;EQNE;199,97;20;3999,4;;B
1268518929;19.07.2011;18:44:38;GAZP;EQNE;199,97;10;1999,7;;B
1268518930;19.07.2011;18:44:38;GAZP;EQNE;199,97;10;1999,7;;B
1268518931;19.07.2011;18:44:38;GAZP;EQNE;199,97;80;15997,6;;B
1268518932;19.07.2011;18:44:38;GAZP;EQNE;199,98;100;19998;;B
1268518933;19.07.2011;18:44:38;GAZP;EQNE;199,98;1000;199980;;B
1268518934;19.07.2011;18:44:38;GAZP;EQNE;199,98;510;101989,8;;B
1268518935;19.07.2011;18:44:38;GAZP;EQNE;199,98;100;19998;;B
1268518936;19.07.2011;18:44:38;GAZP;EQNE;199,98;100;19998;;B
1268518937;19.07.2011;18:44:38;GAZP;EQNE;199,98;230;45995,4;;B
1268518938;19.07.2011;18:44:38;GAZP;EQNE;199,98;170;33996,6;;B
1268518939;19.07.2011;18:44:38;SBERP03;EQBR;80,48;100;8048;;B
1268518940;19.07.2011;18:44:38;SBERP03;EQBR;80,48;500;40240;;B
1268518941;19.07.2011;18:44:38;SBERP03;EQBR;80,5;2200;177100;;B
1268518942;19.07.2011;18:44:38;SBERP03;EQBR;80,5;1100;88550;;B
1268518943;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;B
1268518944;19.07.2011;18:44:38;SBERP03;EQBR;80,5;200;16100;;B
1268518945;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;B
1268518946;19.07.2011;18:44:38;SBERP03;EQBR;80,5;200;16100;;B
1268518947;19.07.2011;18:44:38;SBERP03;EQBR;80,5;1100;88550;;B
1268518948;19.07.2011;18:44:38;SBERP03;EQBR;80,5;300;24150;;B
1268518949;19.07.2011;18:44:38;SBERP03;EQBR;80,5;2000;161000;;B
1268518950;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;B
1268518951;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;B
1268518952;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;B
1268518953;19.07.2011;18:44:38;SBERP03;EQBR;80,5;200;16100;;B
1268518954;19.07.2011;18:44:38;GMKN;EQBR;7559;10;75590;;S
1268518955;19.07.2011;18:44:38;GAZP;EQNE;199,98;830;165983,4;;B
1268518956;19.07.2011;18:44:38;GAZP;EQNE;199,98;20;3999,6;;B
1268518957;19.07.2011;18:44:38;GAZP;EQNE;199,98;2500;499950;;B
1268518958;19.07.2011;18:44:38;GAZP;EQNE;199,98;1230;245975,4;;B
1268518959;19.07.2011;18:44:38;GAZP;EQNE;199,98;100;19998;;B
1268518960;19.07.2011;18:44:38;GAZP;EQNE;199,99;10000;1999900;;B
1268518961;19.07.2011;18:44:38;GAZP;EQNE;199,99;50;9999,5;;B
1268518962;19.07.2011;18:44:38;GAZP;EQNE;199,99;10;1999,9;;B
1268518963;19.07.2011;18:44:38;GAZP;EQNE;199,99;500;99995;;B
1268518964;19.07.2011;18:44:38;GAZP;EQNE;199,99;3000;599970;;B
1268518965;19.07.2011;18:44:38;GAZP;EQNE;199,99;400;79996;;B
1268518966;19.07.2011;18:44:38;GAZP;EQNE;199,99;10;1999,9;;B
1268518967;19.07.2011;18:44:38;GAZP;EQNE;199,99;90;17999,1;;B
1268518968;19.07.2011;18:44:38;GAZP;EQNE;199,99;1000;199990;;B
1268518969;19.07.2011;18:44:38;GAZP;EQNE;199,99;760;151992,4;;B
1268518970;19.07.2011;18:44:38;GAZP;EQNE;199,99;6000;1199940;;B
1268518971;19.07.2011;18:44:38;GAZP;EQNE;199,99;100;19999;;B
1268518972;19.07.2011;18:44:38;GAZP;EQNE;199,99;50;9999,5;;B
1268518973;19.07.2011;18:44:38;GAZP;EQNE;199,99;850;169991,5;;B
1268518974;19.07.2011;18:44:38;GAZP;EQNE;199,99;500;99995;;B
1268518975;19.07.2011;18:44:38;GAZP;EQNE;199,99;100;19999;;B
1268518976;19.07.2011;18:44:38;GAZP;EQNE;199,99;500;99995;;B
1268518977;19.07.2011;18:44:38;GAZP;EQNE;199,99;100;19999;;B
1268518978;19.07.2011;18:44:38;GAZP;EQNE;199,99;1000;199990;;B
1268518979;19.07.2011;18:44:38;GAZP;EQNE;199,99;10;1999,9;;B
1268518980;19.07.2011;18:44:38;GAZP;EQNE;199,99;4220;843957,8;;B
1268518981;19.07.2011;18:44:38;GAZP;EQNE;199,99;190;37998,1;;B
1268518982;19.07.2011;18:44:38;GAZP;EQNE;199,99;190;37998,1;;B
1268518983;19.07.2011;18:44:38;GAZP;EQNE;199,99;400;79996;;B
1268518984;19.07.2011;18:44:38;GAZP;EQNE;199,99;10;1999,9;;B
1268518985;19.07.2011;18:44:38;UNAC;EQNL;0,32999;100000;32999;;B
1268518986;19.07.2011;18:44:38;SBER03;EQBR;102,37;500;51185;;S
1268518987;19.07.2011;18:44:38;SBER03;EQBR;102,36;820;83935,2;;S
1268518988;19.07.2011;18:44:38;SBER03;EQBR;102,36;10;1023,6;;S
1268518989;19.07.2011;18:44:38;SBER03;EQBR;102,36;1000;102360;;S
1268518990;19.07.2011;18:44:38;SBER03;EQBR;102,36;290;29684,4;;S
1268518991;19.07.2011;18:44:38;PMTL;EQBR;589,8;10;5898;;S
1268518992;19.07.2011;18:44:38;GAZP;EQNE;199,99;500;99995;;S
1268518993;19.07.2011;18:44:38;GMKN;EQBR;7559;30;226770;;S
1268518994;19.07.2011;18:44:38;SBER03;EQBR;102,43;800;81944;;B
1268518995;19.07.2011;18:44:38;SBER03;EQBR;102,43;800;81944;;B
1268518996;19.07.2011;18:44:38;GMKN;EQBR;7559;30;226770;;S
1268518997;19.07.2011;18:44:38;SBER03;EQBR;102,43;800;81944;;B
1268518998;19.07.2011;18:44:38;SBER03;EQBR;102,43;800;81944;;B
1268518999;19.07.2011;18:44:38;GMKN;EQBR;7559;30;226770;;S
1268519000;19.07.2011;18:44:38;SBER03;EQBR;102,42;400;40968;;B
1268519001;19.07.2011;18:44:38;GAZP;EQNE;199,99;320;63996,8;;S
1268519002;19.07.2011;18:44:38;GAZP;EQNE;199,99;180;35998,2;;S
1268519003;19.07.2011;18:44:38;GAZP;EQNE;199,99;10;1999,9;;S
1268519004;19.07.2011;18:44:38;SBER03;EQBR;102,42;100;10242;;B
1268519005;19.07.2011;18:44:38;SBER03;EQBR;102,43;300;30729;;B
1268519006;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519007;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519008;19.07.2011;18:44:38;SBER03;EQBR;102,43;700;71701;;B
1268519009;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519010;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;B
1268519011;19.07.2011;18:44:38;SBER03;EQBR;102,43;400;40972;;B
1268519012;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;B
1268519013;19.07.2011;18:44:38;PLZL;EQNL;1750;10;17500;;S
1268519014;19.07.2011;18:44:38;GAZP;EQNE;199,99;900;179991;;S
1268519015;19.07.2011;18:44:38;SBER03;EQBR;102,43;700;71701;;B
1268519016;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;B
1268519017;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519018;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519019;19.07.2011;18:44:38;SBER03;EQBR;102,43;700;71701;;B
1268519020;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519021;19.07.2011;18:44:38;URKA;EQBR;266,03;20;5320,6;;S
1268519022;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519023;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519024;19.07.2011;18:44:38;SBER03;EQBR;102,44;500;51220;;B
1268519025;19.07.2011;18:44:38;SBER03;EQBR;102,44;200;20488;;B
1268519026;19.07.2011;18:44:38;SBERP03;EQBR;80,5;400;32200;;B
1268519027;19.07.2011;18:44:38;SBERP03;EQBR;80,5;1900;152950;;B
1268519028;19.07.2011;18:44:38;SBERP03;EQBR;80,5;7700;619850;;B
1268519029;19.07.2011;18:44:38;SBER03;EQBR;102,44;300;30732;;B
1268519030;19.07.2011;18:44:38;SBER03;EQBR;102,44;900;92196;;B
1268519031;19.07.2011;18:44:38;GAZP;EQNE;199,99;140;27998,6;;S
1268519032;19.07.2011;18:44:38;GAZP;EQNE;199,99;200;39998;;S
1268519033;19.07.2011;18:44:38;GAZP;EQNE;199,99;200;39998;;S
1268519034;19.07.2011;18:44:38;VTBR;EQNL;0,08539;10000;853,9;;B
1268519035;19.07.2011;18:44:38;SBER03;EQBR;102,44;100;10244;;B
1268519036;19.07.2011;18:44:38;SBER03;EQBR;102,44;300;30732;;B
1268519037;19.07.2011;18:44:38;SBER03;EQBR;102,44;100;10244;;B
1268519038;19.07.2011;18:44:38;SBERP03;EQBR;80,5;100;8050;;S
1268519039;19.07.2011;18:44:38;SBER03;EQBR;102,44;100;10244;;B
1268519040;19.07.2011;18:44:38;SBER03;EQBR;102,44;90;9219,6;;B
1268519041;19.07.2011;18:44:38;SBER03;EQBR;102,44;10;1024,4;;B
1268519042;19.07.2011;18:44:38;GAZP;EQNE;199,72;1000;199720;;S
1268519043;19.07.2011;18:44:38;SBER03;EQBR;102,44;400;40976;;B
1268519044;19.07.2011;18:44:38;SBER03;EQBR;102,44;300;30732;;B
1268519045;19.07.2011;18:44:38;SBER03;EQBR;102,44;100;10244;;B
1268519046;19.07.2011;18:44:38;SBER03;EQBR;102,44;200;20488;;B
1268519047;19.07.2011;18:44:38;SBER03;EQBR;102,44;200;20488;;B
1268519048;19.07.2011;18:44:38;SBER03;EQBR;102,44;400;40976;;B
1268519049;19.07.2011;18:44:38;TGKE;EQNL;0,011795;100000;1179,5;;B
1268519050;19.07.2011;18:44:38;TGKE;EQNL;0,011799;300000;3539,7;;B
1268519051;19.07.2011;18:44:38;TGKE;EQNL;0,0118;100000;1180;;B
1268519052;19.07.2011;18:44:38;SBER03;EQBR;102,44;400;40976;;B
1268519053;19.07.2011;18:44:38;SBER03;EQBR;102,44;400;40976;;B
1268519054;19.07.2011;18:44:38;SBER03;EQBR;102,44;100;10244;;B
1268519055;19.07.2011;18:44:38;SBER03;EQBR;102,44;150;15366;;B
1268519056;19.07.2011;18:44:38;SBER03;EQBR;102,44;1900;194636;;B
1268519057;19.07.2011;18:44:38;SBER03;EQBR;102,44;7870;806202,8;;B
1268519058;19.07.2011;18:44:38;SBER03;EQBR;102,45;730;74788,5;;B
1268519059;19.07.2011;18:44:39;VTBR;EQNL;0,08539;10020000;855607,8;;B
1268519060;19.07.2011;18:44:39;VTBR;EQNL;0,08539;4980000;425242,2;;B
1268519061;19.07.2011;18:44:39;GAZP;EQNE;199,95;1000;199950;;B
1268519062;19.07.2011;18:44:39;GAZP;EQNE;199,99;860;171991,4;;B
1268519063;19.07.2011;18:44:39;GAZP;EQNE;199,99;100;19999;;B
1268519064;19.07.2011;18:44:39;GAZP;EQNE;199,99;40;7999,6;;B
1268519065;19.07.2011;18:44:39;SNGS;EQNE;27,758;100;2775,8;;B
1268519066;19.07.2011;18:44:39;RU14TATN3006;EQBR;184,9;30;5547;;S
1268519067;19.07.2011;18:44:39;RU14TATN3006;EQBR;184,81;170;31417,7;;S
1268519070;19.07.2011;18:44:39;LKOH;EQBR;1829;300;548700;;S
1268519071;19.07.2011;18:44:39;MRKA;EQNL;0,12046;20000;2409,2;;B
1268519072;19.07.2011;18:44:39;SNGS;EQNE;27,75;3600;99900;;S
1268519073;19.07.2011;18:44:39;SNGS;EQNE;27,75;16400;455100;;S
1268519074;19.07.2011;18:44:39;VTBR;EQNL;0,08539;10000;853,9;;B
1268519075;19.07.2011;18:44:39;GAZP;EQNE;199,87;200;39974;;S
1268519076;19.07.2011;18:44:39;UDSB;EQNE;2,3997;1000;2399,7;;B
1268519077;19.07.2011;18:44:39;SBERP03;EQBR;80,51;400;32204;;B
1268519078;19.07.2011;18:44:39;LKOH;EQBR;1829;5;9145;;S
1268519079;19.07.2011;18:44:39;GAZP;EQNE;199,87;100;19987;;S
1268519080;19.07.2011;18:44:39;GAZP;EQNE;199,72;500;99860;;S
1268519081;19.07.2011;18:44:39;GAZP;EQNE;199,71;70;13979,7;;S
1268519082;19.07.2011;18:44:39;GAZP;EQNE;199,71;500;99855;;S
1268519083;19.07.2011;18:44:39;GAZP;EQNE;199,71;500;99855;;S
1268519084;19.07.2011;18:44:39;GAZP;EQNE;199,71;330;65904,3;;S
1268519086;19.07.2011;18:44:39;MRKZ;EQBS;0,131;480000;62880;;S
1268519087;19.07.2011;18:44:39;RTKM;EQBR;198,81;50;9940,5;;S
1268519088;19.07.2011;18:44:39;RTKM;EQBR;198,8;800;159040;;S
1268519089;19.07.2011;18:44:39;SBER03;EQBR;102,44;90;9219,6;;B
1268519090;19.07.2011;18:44:39;SBER03;EQBR;102,44;180;18439,2;;B
1268519091;19.07.2011;18:44:39;SBER03;EQBR;102,44;20;2048,8;;B
1268519092;19.07.2011;18:44:39;SBER03;EQBR;102,45;20;2049;;B
1268519093;19.07.2011;18:44:39;SBER03;EQBR;102,45;70;7171,5;;B
1268519094;19.07.2011;18:44:39;GAZP;EQNE;199,98;100;19998;;B
1268519095;19.07.2011;18:44:40;GAZP;EQNE;199,84;100;19984;;B
1268519096;19.07.2011;18:44:40;GAZP;EQNE;199,84;20;3996,8;;B
1268519097;19.07.2011;18:44:40;GAZP;EQNE;199,84;20;3996,8;;B
1268519098;19.07.2011;18:44:40;GAZP;EQNE;199,84;40;7993,6;;B
1268519099;19.07.2011;18:44:40;GAZP;EQNE;199,84;300;59952;;B
1268519100;19.07.2011;18:44:40;SBERP03;EQBR;80,52;1000;80520;;S
1268519101;19.07.2011;18:44:40;GAZP;EQNE;199,84;20;3996,8;;B
1268519102;19.07.2011;18:44:40;GAZP;EQNE;199,98;20;3999,6;;B
1268519103;19.07.2011;18:44:40;GAZP;EQNE;199,98;300;59994;;B
1268519104;19.07.2011;18:44:40;YKEN;EQBS;0,5095;10000;5095;;B
1268519105;19.07.2011;18:44:40;SBER03;EQBR;102,43;10260;1050931,8;;B
1268519106;19.07.2011;18:44:40;GAZP;EQNE;199,98;1080;215978,4;;B
1268519107;19.07.2011;18:44:40;GAZP;EQNE;199,99;60;11999,4;;B
1268519108;19.07.2011;18:44:40;GAZP;EQNE;199,99;250;49997,5;;B
1268519109;19.07.2011;18:44:40;GAZP;EQNE;199,99;50;9999,5;;B
1268519110;19.07.2011;18:44:40;GAZP;EQNE;199,99;330;65996,7;;B
1268519111;19.07.2011;18:44:40;GAZP;EQNE;199,99;500;99995;;B
1268519112;19.07.2011;18:44:40;GAZP;EQNE;199,99;500;99995;;B
1268519113;19.07.2011;18:44:40;SNGS;EQNE;27,75;10600;294150;;S
1268519114;19.07.2011;18:44:40;SNGS;EQNE;27,75;9400;260850;;S
1268519115;19.07.2011;18:44:40;OGKE;EQBR;2,438;17000;41446;;B
1268519116;19.07.2011;18:44:40;OGKE;EQBR;2,44;3000;7320;;B
1268519117;19.07.2011;18:44:40;OGKE;EQBR;2,44;16000;39040;;B
1268519118;19.07.2011;18:44:40;OGKE;EQBR;2,44;6000;14640;;B
1268519119;19.07.2011;18:44:40;OGKE;EQBR;2,44;23000;56120;;B
1268519120;19.07.2011;18:44:40;GAZP;EQNE;199,99;110;21998,9;;S
1268519121;19.07.2011;18:44:40;GAZP;EQNE;199,99;320;63996,8;;S
1268519122;19.07.2011;18:44:40;GAZP;EQNE;199,99;2880;575971,2;;S
1268519123;19.07.2011;18:44:40;GAZP;EQNE;199,99;320;63996,8;;S
1268519124;19.07.2011;18:44:40;GAZP;EQNE;199,99;20;3999,8;;S
1268519125;19.07.2011;18:44:40;GAZP;EQNE;199,99;20;3999,8;;S
1268519126;19.07.2011;18:44:40;GAZP;EQNE;199,84;500;99920;;S
1268519127;19.07.2011;18:44:40;GAZP;EQNE;199,82;50;9991;;B
1268519128;19.07.2011;18:44:40;GAZP;EQNE;199,82;50;9991;;B
1268519129;19.07.2011;18:44:40;GAZP;EQNE;199,82;500;99910;;B
1268519130;19.07.2011;18:44:40;RTKM;EQBR;198,99;10;1989,9;;B
1268519131;19.07.2011;18:44:40;SBER03;EQBR;102,43;470;48142,1;;B
1268519132;19.07.2011;18:44:40;GAZP;EQNE;199,82;230;45958,6;;B
1268519133;19.07.2011;18:44:40;SBER03;EQBR;102,43;40;4097,2;;B
1268519134;19.07.2011;18:44:40;SBER03;EQBR;102,43;100;10243;;B
1268519135;19.07.2011;18:44:40;VTBR;EQNL;0,08535;100000;8535;;S
1268519136;19.07.2011;18:44:40;GAZP;EQNE;199,99;20;3999,8;;B
1268519137;19.07.2011;18:44:41;SBER03;EQBR;102,41;700;71687;;S
1268519138;19.07.2011;18:44:41;SNGS;EQNE;27,758;100;2775,8;;B
1268519139;19.07.2011;18:44:41;SBERP03;EQBR;80,52;700;56364;;S
1268519140;19.07.2011;18:44:41;GAZP;EQNE;199,99;10;1999,9;;S
1268519141;19.07.2011;18:44:41;GAZP;EQNE;199,99;30;5999,7;;S
1268519142;19.07.2011;18:44:41;UNAC;EQNL;0,33;10000;3300;;B
1268519143;19.07.2011;18:44:41;GAZP;EQNE;199,88;300;59964;;S
1268519144;19.07.2011;18:44:41;SBER03;EQBR;102,39;3990;408536,1;;B
1268519145;19.07.2011;18:44:41;GAZP;EQNE;199,88;100;19988;;S
1268519146;19.07.2011;18:44:41;SNGS;EQNE;27,75;20000;555000;;S
1268519147;19.07.2011;18:44:41;ROSN;EQNL;231,97;40;9278,8;;S
1268519148;19.07.2011;18:44:41;ROSN;EQNL;231,92;130;30149,6;;S
1268519149;19.07.2011;18:44:41;ROSN;EQNL;231,91;30;6957,3;;S
1268519150;19.07.2011;18:44:41;LKOH;EQBR;1829;50;91450;;S
1268519151;19.07.2011;18:44:41;SBERP03;EQBR;80,52;3900;314028;;S
1268519152;19.07.2011;18:44:41;SBERP03;EQBR;80,53;100;8053;;B
1268519153;19.07.2011;18:44:41;SBERP03;EQBR;80,53;400;32212;;B
1268519154;19.07.2011;18:44:41;SBERP03;EQBR;80,54;1000;80540;;B
1268519155;19.07.2011;18:44:41;SBERP03;EQBR;80,55;800;64440;;B
1268519156;19.07.2011;18:44:41;VTBR;EQNL;0,08539;70000;5977,3;;B
1268519158;19.07.2011;18:44:41;MRKH;EQBR;3,73;11000;41030;;B
1268519159;19.07.2011;18:44:41;TGKE;EQNL;0,011872;100000;1187,2;;B
1268519160;19.07.2011;18:44:42;SBER03;EQBR;102,42;60;6145,2;;B
1268519161;19.07.2011;18:44:42;SBERP03;EQBR;80,55;600;48330;;B
1268519162;19.07.2011;18:44:42;SBER03;EQBR;102,42;40;4096,8;;B
1268519163;19.07.2011;18:44:42;SBER03;EQBR;102,42;50;5121;;B
1268519164;19.07.2011;18:44:42;MMBM;EQNE;799,2;4;3196,8;;S
1268519165;19.07.2011;18:44:42;VTBR;EQNL;0,08539;100000;8539;;B
1268519166;19.07.2011;18:44:42;SBER03;EQBR;102,42;40;4096,8;;B
1268519167;19.07.2011;18:44:42;SBERP03;EQBR;80,55;600;48330;;B
1268519168;19.07.2011;18:44:42;SBERP03;EQBR;80,55;1200;96660;;B
1268519169;19.07.2011;18:44:42;SBER03;EQBR;102,42;130;13314,6;;B
1268519170;19.07.2011;18:44:42;GAZP;EQNE;199,99;10;1999,9;;S
1268519171;19.07.2011;18:44:42;CLSBP;EQNE;0,22;50000;11000;;B
1268519172;19.07.2011;18:44:42;AKHA;EQNE;12,184;100;1218,4;;S
1268519173;19.07.2011;18:44:42;SBER03;EQBR;102,42;680;69645,6;;B
1268519174;19.07.2011;18:44:42;SBER03;EQBR;102,43;320;32777,6;;B
1268519175;19.07.2011;18:44:42;GAZP;EQNE;199,99;10;1999,9;;S
1268519176;19.07.2011;18:44:42;GAZP;EQNE;199,99;20;3999,8;;S
1268519177;19.07.2011;18:44:42;GAZP;EQNE;199,99;30;5999,7;;S
1268519178;19.07.2011;18:44:42;GAZP;EQNE;199,99;30;5999,7;;S
1268519179;19.07.2011;18:44:42;GAZP;EQNE;199,99;20;3999,8;;S
1268519180;19.07.2011;18:44:42;GAZP;EQNE;199,99;20;3999,8;;S
1268519181;19.07.2011;18:44:42;GAZP;EQNE;199,99;70;13999,3;;S
1268519182;19.07.2011;18:44:42;GAZP;EQNE;199,99;70;13999,3;;S
1268519183;19.07.2011;18:44:42;SBERP03;EQBR;80,55;600;48330;;B
1268519184;19.07.2011;18:44:42;GAZP;EQNE;199,96;740;147970,4;;B
1268519185;19.07.2011;18:44:42;GAZP;EQNE;200;149260;29852000;;B
1268519186;19.07.2011;18:44:42;GAZP;EQNE;199,95;100;19995;;B
1268519187;19.07.2011;18:44:42;GAZP;EQNE;200;1600;320000;;B
1268519188;19.07.2011;18:44:42;SNGS;EQNE;27,758;100;2775,8;;B
1268519189;19.07.2011;18:44:42;LNZL;EQNE;5049,7;1;5049,7;;B
1268519190;19.07.2011;18:44:42;SNGS;EQNE;27,75;10600;294150;;S
1268519191;19.07.2011;18:44:42;SNGS;EQNE;27,75;5000;138750;;S
1268519192;19.07.2011;18:44:42;SNGS;EQNE;27,75;4400;122100;;S
1268519193;19.07.2011;18:44:43;SBER03;EQBR;102,43;2090;214078,7;;B
1268519194;19.07.2011;18:44:43;SBER03;EQBR;102,45;29930;3066328,5;;B
1268519195;19.07.2011;18:44:43;SBER03;EQBR;102,46;1280;131148,8;;B
1268519196;19.07.2011;18:44:43;SIBN;EQNE;136,65;20;2733;;S
1268519197;19.07.2011;18:44:43;OGKE;EQBR;2,44;17000;41480;;B
1268519198;19.07.2011;18:44:43;OGKE;EQBR;2,44;3000;7320;;B
1268519199;19.07.2011;18:44:43;TRMK;EQBR;127,39;10;1273,9;;B
1268519200;19.07.2011;18:44:43;TRMK;EQBR;127,39;20;2547,8;;B
1268519201;19.07.2011;18:44:43;TRMK;EQBR;127,39;10;1273,9;;B
1268519202;19.07.2011;18:44:43;TRMK;EQBR;127,39;30;3821,7;;B
1268519203;19.07.2011;18:44:43;TRMK;EQBR;127,39;20;2547,8;;B
1268519204;19.07.2011;18:44:43;TRMK;EQBR;127,39;10;1273,9;;B
1268519205;19.07.2011;18:44:43;PMTL;EQBR;589,8;20;11796;;S
1268519206;19.07.2011;18:44:43;KMAZ;EQBS;60,83;300;18249;;B
1268519207;19.07.2011;18:44:43;GAZP;EQNE;199,95;200;39990;;B
1268519208;19.07.2011;18:44:43;GAZP;EQNE;200;710;142000;;B
1268519209;19.07.2011;18:44:43;URKA;EQBR;266,15;250;66537,5;;B
1268519210;19.07.2011;18:44:43;SBERP03;EQBR;80,54;300;24162;;S
1268519211;19.07.2011;18:44:43;SBERP03;EQBR;80,53;500;40265;;S
1268519212;19.07.2011;18:44:43;SBERP03;EQBR;80,52;1600;128832;;S
1268519213;19.07.2011;18:44:43;GMKN;EQBR;7559;75;566925;;S
1268519214;19.07.2011;18:44:43;GMKN;EQBR;7559;9;68031;;S
1268519215;19.07.2011;18:44:43;GMKN;EQBR;7559;21;158739;;S
1268519216;19.07.2011;18:44:43;GMKN;EQBR;7559;602;4550518;;S
1268519217;19.07.2011;18:44:43;SNGS;EQNE;27,758;100;2775,8;;B
1268519218;19.07.2011;18:44:43;NKNC;EQBS;27;2000;54000;;B
1268519219;19.07.2011;18:44:43;GAZP;EQNE;199,95;1810;361909,5;;B
1268519220;19.07.2011;18:44:43;GAZP;EQNE;199,95;290;57985,5;;B
1268519221;19.07.2011;18:44:43;GAZP;EQNE;200;3600;720000;;B
1268519222;19.07.2011;18:44:43;GAZP;EQNE;200;4480;896000;;B
1268519223;19.07.2011;18:44:43;GAZP;EQNE;200;1760;352000;;B
1268519224;19.07.2011;18:44:43;GAZP;EQNE;200;1170;234000;;B
1268519225;19.07.2011;18:44:43;MRKH;EQBR;3,73;4000;14920;;B
